username,role,course_id,slug_id,slug_type,title,nposts,body,code
Maggie51,Student,UBCx/Climate1x/1T2016,569eb6535fd7090537000a54,initial_post,Peer essay missing,3,My last of 4 peer essays is blank....do i mark it with all zeroes or do you supply another essay? I cannot move on from here without 4 responses.,a
azrasheriff,Student,UBCx/Climate1x/1T2016,569e266ca66778051b0009cb,initial_post,introduction,1,"Hi All,
 This is Azra from Tanzania.
 I am not much into environment and climate issues but felt its my responsibility now (high time). Thus joined the course. but already am finding it very overwhelming with the first assignment as in our country we dont have this issue addressed so dont know what study am going to look into",a
SaraEHarris,Instructor,UBCx/Climate1x/1T2016,5692d743a6677804f40002d9,initial_post,Tips & Tricks for edX Discussions,0,"Here are some tips to help you navigate the edX Discussion forums for Climate1x.
 
 **Navigating the forums**
 
 Accessing the forums works best via the corresponding menu item:
 
 ![][1]
 
 Check out the three drop-down menus:
 
  - (1) Use the list to pick a specific view or sub-forum to access - “All Discussions” is the default and “Posts I’m Following” comes in handy to keep track of posts you want to keep an eye on (if you read an interesting discussion, click on the “star” in the first comment to start following it - you’ll have to do this manually even for posts you replied to) 
 
 ![enter image description here][2]
 
  - (2) If you want to read-up on forum content since you last visited, select “Unread” from this drop-down to narrow down the posts displayed:
 
 ![enter image description here][3]
 
 > Note: if you want to refresh the list of displayed posts, toggle
 > between “Show all” and “Unread” in the drop-down - do not refresh the
 > page via your browser as this will reset the main selection to “All
 > Discussions” and you’ll need to switch this back manually to the view
 > you were in.
 
  - (3) The third drop-down can be used to determine the sort-order with “recent activity” most likely being the most helpful one. Posts created or replied to recently will show up at the top of the list then:
 
 ![enter image description here][4]
 
 **How to know what might have changed**
 
 If the number is white on blue, it means that the post was created new since you last visited:
 
 ![enter image description here][5]
 
 If the number is black on white, a response or comment was added to a post (or some other update happened, like editing a comment)
 
 ![enter image description here][6]
 
 If the number is black on grey, then your response or comment was the last one added or there was no new activity at all.
 
 ![enter image description here][7]
 
 **Check out pinned forum posts**
 
 Some forum posts - usually created by Community TAs or Staff - have been pinned to the top in order to make them “stand out” and be easily accessible. Make sure to check them out as they contain important information!
 
 ![enter image description here][8]
 
 **Finding new content in long threads**
 
 In some posts with many responses and comments it can be difficult to locate new content via scrolling through it. What you can then do is to use your browser’s search function by hitting CTRL+F. In Firefox a search box will be displayed e.g. at the bottom of the window: 
 
 ![enter image description here][9]
 
 Depending on how long ago you last checked a post, you can now search for “hour”, “minute” or “day” to find recent updates.
 
 ![enter image description here][10]
 
 **Looking for posts with specific content**
 
 You can use the search box to see if others have already posted about something you’d like to discuss:
 
 ![enter image description here][11]
 
 You can also look for posts by one of your coursemates by entering her/his username:
 
 ![enter image description here][12]
 
 If you click on the highlighted bar, you’ll end up at the overview page listing all posts and comments by the student.
 
 **Follow links from posts with the CTRL-key clicked**
 If you just click on a link within a forum-post, the page will be opened in the same tab. If you then use the back-function to go back to the forum-post, the edX platform always does a page refresh which loses any restrictions you may have had set previously via the drop-downs and revert back to “All discussions” and “Show All”.
 
 **Creating a new post (edX-lingo for thread)**
 
 ![enter image description here][13]
 
  - (1) Click on the “New Post” button from any forum page; 
  - (2) decide if it’s going to be a question or discussion; 
  - (3) select the relevant sub-forum via the “TOPIC AREA” list; 
  - (4) give your post a meaningful title; 
  - (5) as you add your post, remember that you can add text formatting, pictures, links, quoteboxes, etc. to enrich your content; and 
  - (6) finish by clicking “add post”.
 
 **Options available for a post**
 
 The options available depend on whether it’s your own or a coursemate’s post, but you have up to three options available:
 
 ![enter image description here][14]
 
 You can upvote a post or response a coursemate posted by clicking on “+”. You can decide to follow a post by clicking on “*”. What you see for the more-menu “...” depends on whether it’s your own post or not.
 
 ![enter image description here][15]
 
 If you discover typos or similar issues with your own post, response or comment, you can correct it by selecting “Edit” from the more-menue.
 If the post doesn’t follow the forum guidelines you can report it. Unfortunately, this sets a flag but doesn’t tell us why it was reported as the edX-forums don’t yet have a means via which you can add a comment only visible to staff explaining why you flagged something.
 
 Hope this helps!
 
 *Thanks to Denial101x for permitting us to adapt this content for our course*
 
  [1]: https://edxuploads.s3.amazonaws.com/14449324734534532.png
  [2]: https://edxuploads.s3.amazonaws.com/14449325714147881.png
  [3]: https://edxuploads.s3.amazonaws.com/14449325919624884.png
  [4]: https://edxuploads.s3.amazonaws.com/14449327342152166.png
  [5]: https://edxuploads.s3.amazonaws.com/1444932751606730.png
  [6]: https://edxuploads.s3.amazonaws.com/14449327657046905.png
  [7]: https://edxuploads.s3.amazonaws.com/14449327774295893.png
  [8]: https://edxuploads.s3.amazonaws.com/14449327942689081.png
  [9]: https://edxuploads.s3.amazonaws.com/14449328423509128.png
  [10]: https://edxuploads.s3.amazonaws.com/14449328564217745.png
  [11]: https://edxuploads.s3.amazonaws.com/14449328766652387.png
  [12]: https://edxuploads.s3.amazonaws.com/14449328928047961.png
  [13]: https://edxuploads.s3.amazonaws.com/14449329179281049.png
  [14]: https://edxuploads.s3.amazonaws.com/1444932932633575.png
  [15]: https://edxuploads.s3.amazonaws.com/14449329518432852.png",a
asimshahzad,Student,UBCx/Climate1x/1T2016,57274f99c8371305360005c6,initial_post,Where is my certificate?,0,It is two months since I passed this course. However my certificate has still not been uploaded.,a
Akatombo,Student,UBCx/Climate1x/1T2016,56bb41f9af36f305000007ff,initial_post,May I put my assignment here?,1,"Assignment 2
 I couldn't find out enough document, I'll expand this region.
 I live at Himeji city in Kansai area. Around here we didn't enough water to grow rice , so people made many artificial ponds. According to a regional history Himeji clan mede Kako ouike in 1638. This is the first pond in written history. When I checked the number of ponds, I found Hyougo pre. is the top. (43,321). The second is Hiroshima (20,183)(200km away from Himeji by strech). The third is Kagawa in Shikoku island (14,619).(80 km from Himeji). So that I can say these three are almost same area. 
 My point around climate change is that recently we got a rain in one day so much. I think this is a very document why people who lived in this area made so many ponds.In this area they didn't get enough water to grow rice. So they needed to make artificial ponds.
  19,Aug. through 20 Aug. 2016 a warm front was keeping on Japan Sea, warm and moistured air flow into it, air was very unstable in Hiroshima pre. At night it rained 101.0 mm in one hour. 217.0 mm in three hours,257.0 mm in 24 hours.This was the worst report in Hiroshima.This caused big landslide disaster which killed 18 people, serious damage 3 people. Not only people it claimed much on their properties and cars. 
  When I see a graph of average rain fall in Hiroshima, it's 1537.6 mm. They don't have much rain in winter less than 70 mm (Oct. Nov. Dec. Jan. Feb.) But during spring and summer each month they have 100-200 mm. So I found 257 mm is the worst document in a day. They have the average of rainfall in a year 1537.6 mm. (1981-2010)
 Next example is from Kouchi where is next to Kagawa pre. Why I chose here? Because I have a big impression about here.The top of the rainfall list is 867.0 mm in a day. (19,July,2011) The second is 606.5 mm.(5,Aug.2014) This became 1186.0 mm in three days. The third is 674.0 mm (10,Aug. 2014) This became 918.5 mm in three days. That is to say nearly 1 m depth rainfall in three days. Could you believe it? They have average of rainfall 2547.5 mm in a year. (the average of 30 years 1981-2010). Kouchi is the top of the rainfall list in a year.
 Let's go back to Tame-ike. I found Tame-ike itself become a cause of a disaster when we have such amount of rainfall. And in case of heavy rainfall, it comes with typhoon. Not only typhoon itself become stronger than before, but also heavy rain and strong wind give us a huge damage.
 When I was child, strong typhoon was about 950-960 hPs.Nowadays we can have a typhoon less than 900hPs. It's incredible for me. I can't imagin its'strength. Resercher said that because of El Nino. It's one of the famous climate change.
 El Nino causes everything,resercher says.El Nino and La Nino means more extream weather grobaly. We just know where the events may happen.Because of these, we can say grobal warming is clear. In the El Nino sea water become warmer year by year.Then they make much water vapor. Water vapor is the top of greenhouse gases. The energy trapped by water vapor is shown southern to northern latitude, peaking near the equater. Water vapor trap alot of energy.( 1.8 Farebheite means water vapor trap extra 2 watts of energy.)
  These secondary changes are called climate feedback and they could be more than double the amount of warming caused by carbon dioxcide alone. Average residence time of water vapor molecule is 9 days. If greengas concentrations stabilized today,the planet would continue to warm about 0.6'c over next century. 
 Another reason to make sea water warm is maybe because of nuclear power plants.After 2011 Tohoku Disaster all nuclear power plant stopped in Japan.In this time assistant professor checked sea water temprature near the Fukui pre.He found the temperature around them came back normal. It means sea water became 2'C cooler before the disaster. He said because of 2'C difference made impact on sea creatures and sea plants.
 References
 todo-ran.com/t/13622 (the average rainfall in a year)
 20140820-sokuhou.pdf(19-20 Aug. 2015.Hiroshima disaster)
 http://www.inamino-tameike-museum.com/pdf/08_11/003.pdf
 htts://www.youtube.com/watch?v=67uBqpgNMO
 http://www.youtube.com/watch?v=v9Tg6mjcunk&feature.",t
MaddySloan,Student,UBCx/Climate1x/1T2016,56abce472d96fe04da00001d,initial_post,Missed upload area for Assignment 1,5,"I uploaded my essay to the map on January 25, after following the directions. After completing Module 3, I logged back in to figure out how to start my peer reviews... then saw that apparently I was supposed to upload my essay in TWO places?! 
 I am hoping I can still continue, as I am very much enjoying this course, and I did after all submit my essay on time. 
 The steps were not clear, and even though I use the arrows buttons on the bottom of the pages to navigate, I swear I never saw the step about uploading it elsewhere, just the map. There was a *note at the bottom, but I missed that one too somehow, probably because I was concentrating on the map upload, and thought it was just about technical stuff. 
 I have noticed it is very hard to tell which ""page"" you are on, and I usually look through each module quickly before I start it. I have to ensure that I am on the ""first"" page of that lesson, as the edX system keeps you on the last page (which is normally fine if you are just going in order). It was very confusing for a while, and I think this is what happened with Assignment 1 Instructions - when I clicked on it, it took me to the last page, stating to upload it to the map, missing the pages about the peer review upload. 
 I hope that I can still get my essay reviewed and receive a mark. 
 I suggest a change in these directions to make it more clear. Had that note been in bold and large text saying: REMINDER - MUST UPLOAD in TWO PLACES, I'm positive I wouldn't have missed it, and then figured out I needed to go back pages to find the instructions. They should all be on one page, not spread out. 
 Again, it was uploaded early, on January 25. 
 What is the point of the map upload at all? Why not have it simply link to your profile (which is on the map) instead of the dual upload?",a
BrentR2,Student,UBCx/Climate1x/1T2016,56a3eb145fd70904ea000c3c,initial_post,Feedback Loops - Human Physiology,1,"Stabilizing: Holding one's breath will cause a build-up of carbon dioxide in one's bloodstream, since metabolically active cells excrete CO2 as a waste product of cellular metabolism. This CO2 will lower the pH of one's bloodstream and will trigger an increase in breathing rate. There are chemoreceptors in the body which force you to breathe after a certain period of time. We then exhale CO2, which in turn lowers the amount in the bloodstream, returning it to a normal, stabilized level. Most physiological changes in the body follow a ""stabilizing"" pattern.
 
 Amplifying: (1) If you were to cut a major artery, like the femoral or carotid, your body's barorecepors (pressure) would detect a loss of blood pressure. Trying to keep the brain well supplied with blood, its response would be to have the heart pump faster and harder - causing you to bleed to death faster.
 
 Or (2) our psychological/physiological response to narcotic pain killers. People who take Norco/Codeine/Oxycontin will experience a need for a higher dosage over time to achieve the same results. Receptors in the brain decrease in number as the system is flooded with these artificial opiates. Since there are fewer receptors, we need more of the opiate to achieve the same level of pain relief. So even with more Norco, we experience more pain, so we take more, and it becomes even less effective.",t
timothyabrown,Student,UBCx/Climate1x/1T2016,56a20c26a667780524000ca0,initial_post,upload assignment to intro map,3,"How do I upload my assignment 1 to the intro map. is it via the ""upload image"" button?",a
Karel1,Student,UBCx/Climate1x/1T2016,56c7507aec442e05220004bf,initial_post,Peer essay review technical issues,2,"I have reviewed two peer essays of the 4(?) for Assignment 2. But my screen does not show anymore essays. So i should be finished, but according to screen i have to do two more. What happened?",a
HARBY7,Student,UBCx/Climate1x/1T2016,56c16aacc01ce0051a000120,initial_post,GREEN HOUSE GASES,0,"One of the main green house gases is water vapour and it's the most important one, this will lead us directly to pay attention about our ocean and seas because they cover 71% or more of our planet, by this case we can take the emit water vapour and the absorbed carbon dioxide as main indicators for green house , global warming and climate change. That beside take the other green house and non-green house gases in consideration.",t
SusanMarieNY,Student,UBCx/Climate1x/1T2016,569c5768a667780506000885,initial_post,First Assignment Observations,1,"I thought that was a lot of work for a first assignment, however, it reminded me to better research in order to fully understand global climate change and not just local. This assignment also taught me to use more sources. I enjoyed the pert assessments because it gives you yet more observations on our world as a whole.",a
Elisabeth20b,Student,UBCx/Climate1x/1T2016,56990b0e5fd70904e70006ee,initial_post,images within the essay?,4,Could I download images withing my essay as exemples?,a
whizkidjoe,Student,UBCx/Climate1x/1T2016,569415d6a66778054a000356,initial_post,Hello Everyone,1,Good to be here and to learn what humans are contributing to disrupt the natural phenomenon.,s
LuisFaber,Student,UBCx/Climate1x/1T2016,56bdfff517a62f05450009c2,initial_post,Model Simulation,0,"Greetings,
 Hello guys, do any one knows what software sistem is beter for a model simulation like a high latitude restricted AGCM, a Comsol, Ansys or Nastran?
 Should we make couplings to the atmosferic reaction using the Chemkin-cfd or the NASA chemical equations software?
 I am loving this course.
 Thanks
 Luis",t
SilviaCB,Student,UBCx/Climate1x/1T2016,56b8634817a62f053a000649,initial_post,Qualified test,1,"Hello, I would like to know if I can recover the putuable test number 3 because only got 40% of wisdom and do not know if this means that pruebla I have already lost or scoring equal. Thanks",a
SaraEHarris,Instructor,UBCx/Climate1x/1T2016,56b7b64daf36f3050900062a,initial_post,About the usefulness of climate models,14,"Statistician George Box is credited with saying (in several different ways), that *“All models are wrong, but some are useful”*. What makes a model useful or not useful? How do you evaluate models you encounter in your life (including models other than climate models)?",t
jmtebbutt,Student,UBCx/Climate1x/1T2016,56b3d0d617a62f05100004ac,initial_post,Amplifying feedback - chocolate,1,"Eating chocolate makes you happy. So you eat chocolate.
 
 However, eating chocolate like this makes you gain weight. Gaining weight makes you unhappy.
 
 In an attempt to make yourself happy again, you eat some more chocolate. 
 
 But that just means you gain even more weight - leaving you to respond by eating ever increasing amount of chocolate!",t
Marzie_Shakiba,Student,UBCx/Climate1x/1T2016,56aa21fea6677804f40010b5,initial_post,question about time,2,I have been in a journey and couldn't connect to internet and involved the course.that's why i am concerned . do I have time to continue?,a
earnoldbennett,Student,UBCx/Climate1x/1T2016,56a60fdbe160f204fa000e56,initial_post,Quality Control,5,"I have just completed my four peer reviews and received a grade for my submission. I enjoyed the whole process and like the idea of peer reviewing. However it strikes me that the quality of submissions (based on the four I read) varies a lot, and so probably does the quality of reviews. With that in mind I thought about quality control and wondered if any thing was built into the system - do the course tutors sample some reviews?",a
timothyabrown,Student,UBCx/Climate1x/1T2016,56d3d895c01ce0051a0009af,initial_post,97% of scientists agree?,1,"Hi, where does the statistic that 97% of scientists agree that climate change is happening and man-made? What sort of scientists are they?",t
LisaOrange,Student,UBCx/Climate1x/1T2016,56c21e7ac01ce00546000161,initial_post,Location of intro map in website hierarchy,1,"I have found that working with Chrome is better than Safari for this course, but while I have successfully uploaded the assignments to the maps, I haven't ever seen the intro map or a link to it. Where is it found on the website?
 
 Thanks.",a
timothyabrown,Student,UBCx/Climate1x/1T2016,56ad26aa17a62f052e0000b3,initial_post,photosynthesis and respiration,1,"I am confused by something. Plants consume CO2 via photosynthesis during spring, and release CO2 via respiration during winter, correct? May is springtime in the northern hemisphere, correct? So, why is the CO2 seasonal variation peaking during May when CO2 is being consumed?",t
AndreaCristinaR,Student,UBCx/Climate1x/1T2016,56aa77235fd709052e00114a,initial_post,Assignment 1 feedback,2,"Hello, 
 I missed the deadline by two minutes :( I did put a lot of thought and work into completing the essay and would value the feedback of this global community. Is there a way the course can allow those who missed to receive feedback or a lower grade ? 
 
 In any event, I am posting my essay here and welcome any feedback my fellow classmates might have. Thank you for this course, the learning opportunity and feedback! 
 
 
 South East Florida, composed of Monroe, Miami-Dade and Broward County, home of iconic cities and landscapes such as Miami, Ft. Lauderdale and the Palm Beaches, rests on the lower tip of the Floridian Peninsula between the Gulf of Mexico and the Atlantic Ocean. The unique position of the peninsula and distinct geological features make the area susceptible to economic, social and environmental stress caused by increased vulnerability to risks linked to Climate Change (CC). Some possible cc risks include increased vulnerability to sea level rise, salt water intrusion, vulnerability to extreme events (hurricanes and other storms), and vulnerability to public health hazards like the encroachment of subtropical mosquito-transmitted diseases like Dengue and the Zitca virus.[1] Though the region faces similar cc risks, the challenges facing each area is unique, therefore this essay will focus on issues in Miami Dade County (MDC) and flooding risks caused by sea level rise. 
 Research predicts that one of the consequences of climate change include rising sea levels (SLR). As covered in the course, climate change is being driven by an imbalance of energy whereby the energy entering the earth is not balanced with energy reflected back to space, causing increased stocks of energy, present in the form of heat, on the earth’s surface. An increased stock of greenhouse gases, believed to be linked to anthropogenic emissions, creates a greenhouse effect that contributes to amplifying feedback loops leading to temperature increases. Temperature increases increase rate of organic decay, melting of ice sheets, warmer currents accelerating ice melt and decreasing permafrost, to name a few. On a global scale, the increased stock of energy is causing temperature increases, which in turn affected hydrological systems, including, what the IPCC identifies with ‘very high confidence’ as a projected sea level rise “through the 21st century and beyond [where], coastal systems and low-lying areas will increasingly experience adverse impacts such as submergence, coastal flooding, and coastal erosion.[2] The same report projects that risks will increase as temperatures increase and that an increase above 3C could lead to ‘irreversible sea level rise from ice sheet loss’ of up to 7meters.[3]
 MDC is particularly susceptible to sea level rise due to its unique geographical and geological position. In South East Florida and MDC, specifically, recent area specific studies by NOAA and the U.S. Army Corps of Engineers published by the South East Florida Climate Compact project that sea level could increase by 6-10 inches by 2030, 14-26 inches by 2060, and 31-61 inches by 2100 (above 1992 average sea levels).[4] A slowing of the Florida Current and Gulf Stream could also amplify regional sea level rise affecting Miami Dade County.[4] Because most of MDC is at or just above sea level, there is increased risk of permanent displacement of flooding damages caused by rising sea levels. An increased stock of water coming from the ocean can decrease the land’s ability to absorb water when precipitation occurs because water will be at sea level and less likely to follow current patterns back to the ocean. Flooding can also occur during precipitation, when increased stock of water is more likely to saturate land, less likely to be absorbed and collect, causing flooding. In addition to property damage, flooding can cause other potential problems include damage to key infrastructure such as utilities (water, electricity, and sewage) and infrastructure such as roads and bridges. According to recent studies, four meters in sea level rise is enough to cover all MDC underwater and the highest projected sea level rise of 61 inches by 2100 is estimated to flood 40% of the county.[5] If 40% of the area is flooded by sea there are secondary issues caused by an increased stock of displaced people. In other words, people living on the shoreline will no longer be able to live in areas that become permanently covered in water and will have to move further inland thus increasing demand for space. This could be an amplifying effect because an increased demand for space could lead to increased incursion into the everglades, increasing emissions and increasing area covered by less permeable surfaces such as housing and asphalt. 
 
 In conclusion, here is ample evidence that climate change is causing sea levels to rise. Rising sea levels increase risk of flooding in low lying areas close to shorelines where sea level rise is projected to cause flooding. 
 
 References: 
 [1] Lindsay P. Campbell, Caylor Luther, David Moo-Llanes, Janine M. Ramsey, Rogelio Danis-Lozano, A. Townsend Peterson Phil. Trans. R. Soc. B 2015 370 20140135; DOI: 10.1098/rstb.2014.0135. Published 16 February 2015
 [2] PCC, 2014: Climate Change 2014: Impacts, Adaptation, and Vulnerability. Part A: Global and Sectoral Aspects. Contribution of Working Group II to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Field, C.B., V.R. Barros, D.J. Dokken, K.J. Mach, M.D. Mastrandrea, T.E. Bilir, M. Chatterjee, K.L. Ebi, Y.O. Estrada, R.C. Genova, B. Girma, E.S. Kissel, A.N. Levy, S. MacCracken, P.R. Mastrandrea, and L.L. White (eds.)]. Cambridge University Press, Cambridge, United Kingdom and New York, NY, USA, 1132 pp.
 [3] Ibid. pg. 12
 [4] Yin, J.,Schlesinger, M.E., and Stouffer, R.J. 2009.Model Projections of Rapid sea ‐ level Rise on the Northeast coast Of the United States. Nature Geosci. 2(4). 262 ‐ 266. doi:10.1038/ngeo462. http://www.nature.com/ngeo/journal/v2/n4/suppinfo/ngeo462_S1.html
 [5] Zhang, K. 2011. Analysis of non-linear inundation from sea-level rise using LIDAR data: a case study for South Florida. Climatic Change 106:537-565",t
jepiLentoijoni,Student,UBCx/Climate1x/1T2016,569bbcdf5fd7090502000865,initial_post,Simplify the science,0,Hi Sarah: I would suggest that this science is simplified for better understanding. The course is excellent and it entails a lot of reading.,s
Elisabeth20b,Student,UBCx/Climate1x/1T2016,56963fc25fd70905250004fb,initial_post,climate warming,0,https://youtu.be/vwWbWwhbNak Corsica and France if there is no political awaken! Namaste,t
Pligrim,Student,UBCx/Climate1x/1T2016,56b0d7c917a62f055e0002d3,initial_post,Prehistoric Temperature Data,6,"My question is directed to staff (Dr Harris) and anyone else who is interested. My question is related to two plots found in one of our readings from the Earth Observatory site. Here is the link: http://earthobservatory.nasa.gov/Features/CarbonCycle/page1.php. The two plots indicate the alignment of Antarctic temperature and CO2 concentrations going back 800,000 years. I know the CO2 data came from the CO2 concentrations found in ice cores from various depths. Where did the temperature data come from? How certain is that temperature data?",t
TOTO2008,Student,UBCx/Climate1x/1T2016,56a6f35aa667780521000ec5,initial_post,PROBLEMA DE TODOS,1,"Hola a todos, trabajo en una oficina de gestión de riesgo y desastres, para lo cual me pareció muy interesante el curso correspondiente a cambio climático, por lo cual puedo afirmar que el hombre es culpable de este fenómeno, lo que a conllevado a la variación global del clima, en la actualidad existe un consenso científico, casi generalizado, en torno a la idea de que nuestro modo de producción y consumo energético está generando una alteración climática global, que provocará, a su vez, serios impactos tanto sobre la tierra como sobre los sistemas socioeconómicos.",t
patburke,Student,UBCx/Climate1x/1T2016,56a5000ce160f20535000d7f,initial_post,Exacerbation of Extreme Weather Events in Texas,0,"NOAA reported that 2015 was the world’s warmest year by the widest margin on record and the second warmest year on record for the contiguous 48 states in the U.S.A.(1) The State of Texas located on the southern tip of the mid-section of the United States and bordering Mexico has experienced extreme weather events recently including a four year drought (90% of state suffering from dangerously dry conditions) which ended in 2015 and the wettest year on record for the state in 2015. Did global warming contribute to these extreme conditions in Texas?
  According to John Nielson-Gammon, Professor of Climatology at Texas A&M University, extreme weather events and their frequency are among the most agreed-upon effects of global warming in all the scientific literature on the subject.(2) Nielson-Gammon said that the ending of a drought by sudden heavy rains has happened three times in the last 100 years in Texas. Experts said that things were different this time because of climate change. Warmer temperatures have exacerbated evaporation on land and pushed more water into the atmosphere which lead to heavier rainfall. (3) Brenda Ekwurzel, a senior climate scientist at the science advocacy group, Union of Concerned Scientist, believes that global warming contributed to these extreme conditions. She said that the burgeoning of El Nino and the record breaking ocean surface temperatures in April, 2015, likely revved up the hydrological cycle in Texas. The warmer atmosphere has the capability to hold more water vapor and when storms organize, more water can be wrung out of the atmosphere than in the past. Katharine Hayhoe, director of Texas Tech State University’s Climate Science Center says that extreme weather events,such as droughts and floods occur naturally in Texas, and that climate change is not causing these extreme events; but climate change exacerbates these weather extremes, causing them to be worse than they would have been naturally.(4)
 The National Drought Mitigation Center created a chart describing drought conditions in Texas from January 20, 2015 to January 19. 2016. On January 20, 2015, 39.80% of the state was considered not to be in a drought condition. On January 19, 2016, 98.31% of the state was not in a drought condition.(5)
 The ending of a drought is a normal event, but the ending of a record breaking drought in a matter of weeks is not a normal event. NOAA compiled precipitation data for a section of the northern part of Texas where two major cities (Dallas and Ft. Worth) are located. The normal annual rainfall for the region is approximately 34 inches. The annual rainfall for 2015 was 62.61 inches – 82% greater than normal. The aggregate for April, May and June in 2015 was around 26 inches with May having the largest amount of rainfall – 16.96 inches.(6)
 In Central Texas located just out of the City of Austin is Lake Travis, a large reservoir that provides water for Austin and the surrounding area. The lake covers 18,929 acres and has a capacity of 1,953,936 acre-feet. At the end of April, 2015, the water level was at 629.38 feet of water. On May 19, 2015 the water level stood at 633.56 feet and on May 26, 2015, the water level was 655.52 feet. This data shows that the lake level rose nearly 22 feet in seven days and 26 feet in about a month.(7)
 About 60 miles south of Austin is the town of Wimberley and the Concho River traverses the town. On May 25, 2015 a major rain event occurred. In a period of 4 hours 5.97 inches of rain fell. On the following day the river rose more than 33 feet in just 3 hours, cresting at 27 feet above flood stage. At this point an all- time record crest was broken by 7 feet. It is important to know that at this point during the flood, the flood gauge stopped reporting data as the water continued to rise.(8)
 The City of Houston, the largest city in Texas, is located just off the coast of the Gulf of Mexico. On May 27, 2015, the city received more than 10 inches of rainfall in a 24 hour period causing extensive flooding.(9)
 Extreme weather events as those discussed above are normal in Texas, but the intensity of these events is well above normal and average as the data has shown. Couple the data presented here with the extremely large geographic area that these conditions covered and a case for the influence of climate change on Texas weather can be seen.
 
 
 
 SOURCES
 
 (1) http://www.ncdc.noaa.gov/sotc/summary-info/global/201512
 (2) Satija, Neena and Malewitz, Jim. http://www.emergencymgmt.com/disaster/Climate-Change-Texas-Floods-Largely-Ignored-Lawmakers.html. 2015
 (3) Schuppe, John. http://www.nbcnews.com/news/us-news/rains-wreaked-deadly-texas-floods-also-ended-historic-drought-n366131. 2015
 (4) Harball, Elizabeth and Defrue, Scott. http://www.scientificamerican.com/article/climate-change-may-have-souped-up-record-breaking-texas-deluge/. 2015
 (5) http://droughtmonitor.unl.edu/Home/StateDroughtMonitor.aspx?TX. 2016
 (6) http://www.srh.noaa.gov/fwd/?n=dmoprecip. 2016
 (7) Freedman, Andy. http://mashable.com/2015/05/26/lake-travis-rises-22-feet-texas/#PhQkvM4G
 (8) Freedman, Andy. http://mashable.com/2015/05/27/anatomy-flooding-wimberley-texas/#8l
 (9) Harball, Elizabeth and Defrue, Scott. http://www.scientificamerican.com/article/climate-change-may-have-souped-up-record-breaking-texas-deluge/. 2015.",t
BrentR2,Student,UBCx/Climate1x/1T2016,569856c0a6677804f4000673,initial_post,International Victories - and defeats,3,"I am inconsistent in belief system with regards to environmental issues.
 
 (1) I am 100% for enforcing a CFC ban across the globe. There are alternatives that also work, which do not deplete the ozone layer. No ozone means UV rays get through more easily, and skin cancer abounds. Not to mention life on land could not exist without the ozone layer's protection. The aerosols make it to the upper atmosphere, and affect everyone (especially those at the poles). [Montreal protocol]
 
 (2) Tetraethyl Lead in gasoline. 80% for a global ban. It does not affect me. Those populations where lead is used with have higher rates of lead-related illness. Since it does not affect me, and I am less concerned about it.
 
 (3) DDT elimination [Stockholm Convention] 80% for a global ban. It has been banned for agricultural use, but some can use it for malarial relief. More localized, and the effects in Sub-Saharan Africa don't affect me. I am less concerned.
 
 (4) AGW/Ocean Acidification: 50% for global carbon tax. It affects everyone, like CFCs. But our societies are built around petroleum. Trucking, autos, heating, cooling. I have seen estimates around $47 trillion dollars to revamp power grids and transportation around renewable sources of energy.
 
 In addition to the costs associated, there is a real question about the feasibility of weaning everyone off of carbon. China needs to commit. India needs to commit. The U.S. has 4% of the world's population. We have been the leaders in climate science, and in the funding of all things climate related. But this problem is too big for us, and I don't think many countries can contribute much to the cause. Even the EU is having its issues. 
 
 I'm pessimistic about this one.",t
SaraEHarris,Instructor,UBCx/Climate1x/1T2016,56c0b58d22a8fb05500000c7,initial_post,About Future Humans,8,"In section 6.2 Activity 2, there’s a reading by Curt Stager called “[What Happens After Global Warming][1]”. The article briefly mentions what people of the future might think about climate change, and perceived benefits and drawbacks for future humans. What do you think of the long-term tradeoffs mentioned in this article?
 
 
  [1]: http://www.nature.com/scitable/knowledge/library/what-happens-after-global-warming-25887608",t
monojpaul,Student,UBCx/Climate1x/1T2016,56a3dc8da667780533000d6e,initial_post,sea level,0,how do mankind make sea level rise over the decade?,t
Manrea,Student,UBCx/Climate1x/1T2016,569cfe2da66778050c00090c,initial_post,Decision-making with Science,1,I believe that science should play a major role in the governing of a country. There should be a department of science that has a major say in the what the government do in our Environment.,t
nimdos,Student,UBCx/Climate1x/1T2016,569c6a11a6677805270008b5,initial_post,Impact of Climate Change on Business,10,"With the change the weather pattern, the impact for business is at peak for the all the sectors. What are the impact for the business due to climate change?",t
Sunnyhaze,Student,UBCx/Climate1x/1T2016,569bdf945fd70904f30007ea,initial_post,Do we have to use maps/graphs?,2,"I thought I saw that outlined but I went back over the outline, rubric and assignment details and I do not see this. Did I read this wrong? I could have sworn somewhere it was mentioned to ""illustrate with maps or graphs"" ?",a
kawu,Student,UBCx/Climate1x/1T2016,56b1d5712d96fe0528000345,initial_post,feed back loop,1,low income lead to low saving to low investment is lead to low output and it will lead to low consumption and profit will lead to unemployment to low income again.,t
